PassengerId,Survived,Name,Age,Ticket,Fare,Cabin,FirstName,LastName,Title,SibSp,Siblings,Spouse,Parch,Parents,Children,PassengersCount,FarePerPassenger,ZeroPrice,TravelsAlone,PclassFirst,PclassSecond,PclassThird,SexFemale,SexMale,EmbarkedC,EmbarkedQ,EmbarkedS,TotalRelatives,Alone,DeckA,DeckB,DeckC,DeckD,DeckE,DeckEmpty,DeckF,DeckG,DeckT,OnlyHusband,ManyChildren,TicketMeanEncoded,CabinMeanEncoded,TitleMeanEncoded,SibSpMeanEncoded,SiblingsMeanEncoded,SpouseMeanEncoded,ParchMeanEncoded,ParentsMeanEncoded,ChildrenMeanEncoded,PassengersCountMeanEncoded,FarePerPassengerMeanEncoded,TravelsAloneMeanEncoded,PclassFirstMeanEncoded,PclassSecondMeanEncoded,PclassThirdMeanEncoded,SexFemaleMeanEncoded,SexMaleMeanEncoded,EmbarkedCMeanEncoded,EmbarkedQMeanEncoded,EmbarkedSMeanEncoded,TotalRelativesMeanEncoded,AloneMeanEncoded,OnlyHusbandMeanEncoded,ManyChildrenMeanEncoded,DeckAMeanEncoded,DeckBMeanEncoded,DeckCMeanEncoded,DeckDMeanEncoded,DeckEMeanEncoded,DeckEmptyMeanEncoded,DeckFMeanEncoded,DeckGMeanEncoded,DeckTMeanEncoded
11,1.0,"Sandstrom, Miss. Marguerite Rut",4.0,PP 9549,16.7,G6,Sandstrom,Marguerite Rut,Miss,1,1,0,1,1,0,3,5.566666666666666,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1.0,0.3333333333333333,0.6827586206896552,0.573170731707317,0.5396825396825397,0.34833333333333333,0.5591397849462365,0.543859649122807,0.3705426356589147,0.6666666666666666,1.0,0.5246478873239436,0.2953271028037383,0.36524822695035464,0.23056994818652848,0.74609375,0.74609375,0.3396551724137931,0.38863287250384027,0.33783783783783783,0.5875,0.5246478873239436,0.3556547619047619,0.38920454545454547,0.3842857142857143,0.35958395245170877,0.367624810892587,0.3717201166180758,0.3719247467438495,0.6845238095238095,0.3840682788051209,0.3333333333333333,0.3862359550561798
12,1.0,"Bonnell, Miss. Elizabeth",58.0,113783,26.55,C103,Bonnell,Elizabeth,Miss,0,0,0,0,0,0,1,26.55,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.6688741721854304,0.3441295546558704,0.36394557823129253,0.3501628664495114,0.3272394881170018,0.34262295081967215,0.3553846153846154,0.2570694087403599,0.55,0.29493087557603687,0.6,0.3397548161120841,0.5416666666666666,0.714859437751004,0.714859437751004,0.3247863247863248,0.3660030627871363,0.32,0.29493087557603687,0.29493087557603687,0.3436123348017621,0.36984352773826457,0.3655761024182077,0.3456973293768546,0.5555555555555556,0.34934497816593885,0.35276967930029157,0.65625,0.3617021276595745,0.36530324400564174,0.36657303370786515
13,0.0,"Saundercock, Mr. William Henry",20.0,A/5. 2151,8.05,,Saundercock,William Henry,Mr,0,0,0,0,0,0,1,8.05,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.15441176470588236,0.3402061855670103,0.3840947546531303,0.34833333333333333,0.34558823529411764,0.3660130718954248,0.3705426356589147,0.25392670157068065,0.09523809523809523,0.2937062937062937,0.2953271028037383,0.36524822695035464,0.23056994818652848,0.1838074398249453,0.1838074398249453,0.3396551724137931,0.38863287250384027,0.33783783783783783,0.2937062937062937,0.2937062937062937,0.3556547619047619,0.38920454545454547,0.3842857142857143,0.35958395245170877,0.367624810892587,0.3717201166180758,0.3719247467438495,0.29357798165137616,0.3840682788051209,0.38591549295774646,0.3862359550561798
14,0.0,"Andersson, Mr. Anders Johan",39.0,347082,31.275,,Andersson,Anders Johan,Mr,1,0,1,5,0,5,7,4.4678571428571425,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,6,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0.0,-1.0,0.15865384615384615,0.5562130177514792,0.3771043771043771,0.543859649122807,0.0,0.36774193548387096,0.0,0.23529411764705882,0.0,0.5107913669064749,0.30868761552680224,0.35701598579040855,0.23785166240409208,0.1891304347826087,0.1891304347826087,0.34973637961335674,0.3861538461538462,0.3458498023715415,0.25,0.5107913669064749,0.3601190476190476,0.0,0.38516405135520687,0.36911764705882355,0.36786786786786785,0.3708029197080292,0.37409024745269287,0.30671506352087113,0.38231098430813126,0.38591549295774646,0.3862359550561798
15,0.0,"Vestrom, Miss. Hulda Amanda Adolfina",14.0,350406,7.8542,,Vestrom,Hulda Amanda Adolfina,Miss,0,0,0,0,0,0,1,7.8542,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.7034482758620689,0.35051546391752575,0.3768844221105528,0.3624161073825503,0.3462246777163904,0.36006546644844517,0.37422360248447206,0.28720626631853785,0.375,0.3125,0.3118081180811808,0.36042402826855124,0.25252525252525254,0.7449392712550608,0.7449392712550608,0.3516295025728988,0.37962962962962965,0.34296724470134876,0.3125,0.3125,0.3609467455621302,0.3869132290184922,0.381635581061693,0.36538461538461536,0.3727544910179641,0.3717201166180758,0.36749633967789164,0.30601092896174864,0.37980085348506404,0.382228490832158,0.38396624472573837
16,1.0,"Hewlett, Mrs. (Mary D Kingcome) ",55.0,248706,16.0,,Hewlett,,Mrs,0,0,0,0,0,0,1,16.0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.79,0.3596673596673597,0.3898305084745763,0.3722871452420701,0.3550185873605948,0.37152209492635024,0.3875,0.28421052631578947,-1.0,0.3145539906103286,0.3172541743970315,0.46308724832214765,0.5634674922600619,0.7609561752988048,0.7609561752988048,0.3565217391304348,0.39602446483180426,0.3488372093023256,0.3145539906103286,0.3145539906103286,0.3748148148148148,0.40198863636363635,0.39544807965860596,0.3789004457652303,0.38345864661654133,0.38372093023255816,0.38461538461538464,0.3109090909090909,0.3942857142857143,0.3971830985915493,0.39831697054698456
17,0.0,"Rice, Master. Eugene",2.0,382652,29.125,,Rice,Eugene,Master,4,4,0,1,1,0,6,4.854166666666667,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,-1.0,0.6071428571428571,0.15384615384615385,0.15384615384615385,0.3555926544240401,0.5268817204301075,0.5094339622641509,0.3713405238828968,0.15384615384615385,0.0,0.5107913669064749,0.30868761552680224,0.35701598579040855,0.23785166240409208,0.1891304347826087,0.1891304347826087,0.34973637961335674,0.38095238095238093,0.4830917874396135,0.0,0.5107913669064749,0.3601190476190476,0.3895184135977337,0.38516405135520687,0.36911764705882355,0.36786786786786785,0.3708029197080292,0.37409024745269287,0.30671506352087113,0.38231098430813126,0.38591549295774646,0.3862359550561798
18,1.0,"Williams, Mr. Charles Eugene",31.43926246460276,244373,13.0,,Williams,Charles Eugene,Mr,0,0,0,0,0,0,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.15441176470588236,0.3402061855670103,0.3840947546531303,0.34833333333333333,0.34558823529411764,0.3660130718954248,0.3705426356589147,0.25392670157068065,0.4166666666666667,0.2937062937062937,0.2953271028037383,0.46308724832214765,0.5688073394495413,0.1838074398249453,0.1838074398249453,0.3396551724137931,0.38863287250384027,0.33783783783783783,0.2937062937062937,0.2937062937062937,0.3556547619047619,0.38920454545454547,0.3842857142857143,0.35958395245170877,0.367624810892587,0.3717201166180758,0.3719247467438495,0.29357798165137616,0.3840682788051209,0.38591549295774646,0.3862359550561798
19,0.0,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",31.0,345763,18.0,,Vander Planke,Julius,Mrs,1,0,1,0,0,0,2,9.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,-1.0,-1.0,0.819047619047619,0.573170731707317,0.3840947546531303,0.584070796460177,0.34558823529411764,0.3660130718954248,0.3705426356589147,0.5734265734265734,0.0,0.5246478873239436,0.2953271028037383,0.36524822695035464,0.23056994818652848,0.74609375,0.74609375,0.3396551724137931,0.38863287250384027,0.33783783783783783,0.6062992125984252,0.5246478873239436,0.8780487804878049,0.38920454545454547,0.3842857142857143,0.35958395245170877,0.367624810892587,0.3717201166180758,0.3719247467438495,0.29357798165137616,0.3840682788051209,0.38591549295774646,0.3862359550561798
20,1.0,"Masselmani, Mrs. Fatima",31.43926246460276,2649,7.225,,Masselmani,Fatima,Mrs,0,0,0,0,0,0,1,7.225,0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.7692307692307693,0.3441295546558704,0.36394557823129253,0.3501628664495114,0.3272394881170018,0.34262295081967215,0.3553846153846154,0.2570694087403599,0.2857142857142857,0.29493087557603687,0.292817679558011,0.3397548161120841,0.22942643391521197,0.714859437751004,0.714859437751004,0.5546875,0.3660030627871363,0.4946808510638298,0.29493087557603687,0.29493087557603687,0.3436123348017621,0.36984352773826457,0.3655761024182077,0.3456973293768546,0.3532934131736527,0.34934497816593885,0.35276967930029157,0.2820976491862568,0.3617021276595745,0.36530324400564174,0.36657303370786515
21,0.0,"Fynney, Mr. Joseph J",35.0,239865,26.0,,Fynney,Joseph J,Mr,0,0,0,0,0,0,2,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,-1.0,0.15441176470588236,0.3402061855670103,0.3840947546531303,0.34833333333333333,0.34558823529411764,0.3660130718954248,0.3705426356589147,0.5734265734265734,0.4166666666666667,0.2937062937062937,0.2953271028037383,0.46308724832214765,0.5688073394495413,0.1838074398249453,0.1838074398249453,0.3396551724137931,0.38863287250384027,0.33783783783783783,0.2937062937062937,0.2937062937062937,0.3556547619047619,0.38920454545454547,0.3842857142857143,0.35958395245170877,0.367624810892587,0.3717201166180758,0.3719247467438495,0.29357798165137616,0.3840682788051209,0.38591549295774646,0.3862359550561798
22,1.0,"Beesley, Mr. Lawrence",34.0,248698,13.0,D56,Beesley,Lawrence,Mr,0,0,0,0,0,0,1,13.0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.15441176470588236,0.3402061855670103,0.3840947546531303,0.34833333333333333,0.34558823529411764,0.3660130718954248,0.3705426356589147,0.25392670157068065,0.4166666666666667,0.2937062937062937,0.2953271028037383,0.46308724832214765,0.5688073394495413,0.1838074398249453,0.1838074398249453,0.3396551724137931,0.38863287250384027,0.33783783783783783,0.2937062937062937,0.2937062937062937,0.3556547619047619,0.38920454545454547,0.3842857142857143,0.35958395245170877,0.367624810892587,0.7407407407407407,0.3719247467438495,0.6845238095238095,0.3840682788051209,0.38591549295774646,0.3862359550561798
23,1.0,"McGowan, Miss. Anna ""Annie""",15.0,330923,8.0292,,McGowan,"Anna ""Annie""",Miss,0,0,0,0,0,0,1,8.0292,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.7346938775510204,0.3596673596673597,0.3898305084745763,0.3722871452420701,0.3550185873605948,0.37152209492635024,0.3875,0.28421052631578947,-1.0,0.3145539906103286,0.3172541743970315,0.38120567375886527,0.26153846153846155,0.7609561752988048,0.7609561752988048,0.3565217391304348,0.423728813559322,0.5279187817258884,0.3145539906103286,0.3145539906103286,0.3748148148148148,0.40198863636363635,0.39544807965860596,0.3789004457652303,0.38345864661654133,0.38372093023255816,0.38461538461538464,0.3109090909090909,0.3942857142857143,0.3971830985915493,0.39831697054698456
24,1.0,"Sloper, Mr. William Thompson",28.0,113788,35.5,A6,Sloper,William Thompson,Mr,0,0,0,0,0,0,1,35.5,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.1497584541062802,0.3441295546558704,0.36394557823129253,0.3501628664495114,0.3272394881170018,0.34262295081967215,0.3553846153846154,0.2570694087403599,0.6,0.29493087557603687,0.6,0.3397548161120841,0.5416666666666666,0.1788793103448276,0.1788793103448276,0.3247863247863248,0.3660030627871363,0.32,0.29493087557603687,0.29493087557603687,0.3436123348017621,0.36984352773826457,0.4,0.3456973293768546,0.3532934131736527,0.34934497816593885,0.35276967930029157,0.65625,0.3617021276595745,0.36530324400564174,0.36657303370786515
25,0.0,"Palsson, Miss. Torborg Danira",8.0,349909,21.075,,Palsson,Torborg Danira,Miss,3,3,0,1,1,0,5,4.215,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,-1.0,0.7,0.13333333333333333,0.0,0.3555926544240401,0.5268817204301075,0.5094339622641509,0.3713405238828968,0.35294117647058826,0.0,0.5107913669064749,0.30868761552680224,0.35701598579040855,0.23785166240409208,0.7430830039525692,0.7430830039525692,0.34973637961335674,0.3861538461538462,0.3458498023715415,0.25,0.5107913669064749,0.3601190476190476,0.3895184135977337,0.38516405135520687,0.36911764705882355,0.36786786786786785,0.3708029197080292,0.37409024745269287,0.30671506352087113,0.38231098430813126,0.38591549295774646,0.3862359550561798
26,1.0,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",38.0,347077,31.3875,,Asplund,Carl Oscar,Mrs,1,0,1,5,0,5,7,4.483928571428572,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0.6666666666666666,-1.0,0.7870370370370371,0.5562130177514792,0.3771043771043771,0.543859649122807,0.0,0.36774193548387096,0.0,0.23529411764705882,0.6666666666666666,0.5107913669064749,0.30868761552680224,0.35701598579040855,0.23785166240409208,0.7430830039525692,0.7430830039525692,0.34973637961335674,0.3861538461538462,0.3458498023715415,0.25,0.5107913669064749,0.3601190476190476,0.0,0.38516405135520687,0.36911764705882355,0.36786786786786785,0.3708029197080292,0.37409024745269287,0.30671506352087113,0.38231098430813126,0.38591549295774646,0.3862359550561798
27,0.0,"Emir, Mr. Farred Chehab",31.43926246460276,2631,7.225,,Emir,Farred Chehab,Mr,0,0,0,0,0,0,1,7.225,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.1654501216545012,0.3596673596673597,0.3898305084745763,0.3722871452420701,0.3550185873605948,0.37152209492635024,0.3875,0.28421052631578947,0.3333333333333333,0.3145539906103286,0.3172541743970315,0.38120567375886527,0.26153846153846155,0.2012987012987013,0.2012987012987013,0.572463768115942,0.39602446483180426,0.5279187817258884,0.3145539906103286,0.3145539906103286,0.3748148148148148,0.40198863636363635,0.39544807965860596,0.3789004457652303,0.38345864661654133,0.38372093023255816,0.38461538461538464,0.3109090909090909,0.3942857142857143,0.3971830985915493,0.39831697054698456
28,0.0,"Fortune, Mr. Charles Alexander",19.0,19950,263.0,C23 C25 C27,Fortune,Charles Alexander,Mr,3,3,0,2,2,0,6,43.833333333333336,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6666666666666666,0.6666666666666666,0.15513126491646778,0.15384615384615385,0.15384615384615385,0.3624161073825503,0.49206349206349204,0.5217391304347826,0.37422360248447206,0.23076923076923078,0.6666666666666666,0.4928571428571429,0.611764705882353,0.36042402826855124,0.5474683544303798,0.1913978494623656,0.1913978494623656,0.3516295025728988,0.37962962962962965,0.34296724470134876,0.2,0.4928571428571429,0.3609467455621302,0.3869132290184922,0.381635581061693,0.36538461538461536,0.5454545454545454,0.3717201166180758,0.36749633967789164,0.6441717791411042,0.37980085348506404,0.382228490832158,0.38396624472573837
29,1.0,"O'Dwyer, Miss. Ellen ""Nellie""",31.43926246460276,330959,7.8792,,O'Dwyer,"Ellen ""Nellie""",Miss,0,0,0,0,0,0,1,7.8792,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,-1.0,-1.0,0.6688741721854304,0.3441295546558704,0.36394557823129253,0.3501628664495114,0.3272394881170018,0.34262295081967215,0.3553846153846154,0.2570694087403599,1.0,0.29493087557603687,0.292817679558011,0.3397548161120841,0.22942643391521197,0.714859437751004,0.714859437751004,0.3247863247863248,0.36666666666666664,0.4946808510638298,0.29493087557603687,0.29493087557603687,0.3436123348017621,0.36984352773826457,0.3655761024182077,0.3456973293768546,0.3532934131736527,0.34934497816593885,0.35276967930029157,0.2820976491862568,0.3617021276595745,0.36530324400564174,0.36657303370786515
